"id","company_name","contact_f_name","address","city","state","postalcode","country","email","payment_methods","email.1","url","note"
3386,"F","F","F","B","B","A","A","F",2,"F","F","A"
3387,"G","G","G","C","C","A","A","G",3,"G","G","A"
3388,"H","H","H","A","D","A","A","H",4,"H","H","A"
3389,"I","I","I","B","E","A","A","I",1,"I","I","A"
3390,"J","J","J","C","F","A","A","J",2,"J","J","A"
3391,"K","K","K","A","G","A","A","K",3,"K","K","A"
3392,"L","L","L","B","H","A","A","L",4,"L","L","A"
3393,"M","M","M","C","I","A","A","M",1,"M","M","A"
3394,"N","N","N","A","J","A","A","N",2,"N","N","A"
3395,"O","O","O","B","K","A","A","O",3,"O","O","A"
3396,"P","P","P","C","L","A","A","P",4,"P","P","A"
3397,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3398,"R","R","R","B","B","A","A","R",2,"R","R","A"
3399,"S","S","S","C","C","A","A","S",3,"S","S","A"
3400,"T","T","T","A","D","A","A","T",4,"T","T","A"
3401,"A","A","A","B","E","A","A","A",1,"A","A","A"
3402,"B","B","B","C","F","A","A","B",2,"B","B","A"
3403,"C","C","C","A","G","A","A","C",3,"C","C","A"
3404,"D","D","D","B","H","A","A","D",4,"D","D","A"
3405,"E","E","E","C","I","A","A","E",1,"E","E","A"
3406,"F","F","F","A","J","A","A","F",2,"F","F","A"
3407,"G","G","G","B","K","A","A","G",3,"G","G","A"
3408,"H","H","H","C","L","A","A","H",4,"H","H","A"
3409,"I","I","I","A","A","A","A","I",1,"I","I","A"
3410,"J","J","J","B","B","A","A","J",2,"J","J","A"
3411,"K","K","K","C","C","A","A","K",3,"K","K","A"
3412,"L","L","L","A","D","A","A","L",4,"L","L","A"
3413,"M","M","M","B","E","A","A","M",1,"M","M","A"
3414,"N","N","N","C","F","A","A","N",2,"N","N","A"
3415,"O","O","O","A","G","A","A","O",3,"O","O","A"
3416,"P","P","P","B","H","A","A","P",4,"P","P","A"
3417,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3418,"R","R","R","A","J","A","A","R",2,"R","R","A"
3419,"S","S","S","B","K","A","A","S",3,"S","S","A"
3420,"T","T","T","C","L","A","A","T",4,"T","T","A"
3421,"A","A","A","A","A","A","A","A",1,"A","A","A"
3422,"B","B","B","B","B","A","A","B",2,"B","B","A"
3423,"C","C","C","C","C","A","A","C",3,"C","C","A"
3424,"D","D","D","A","D","A","A","D",4,"D","D","A"
3425,"E","E","E","B","E","A","A","E",1,"E","E","A"
3426,"F","F","F","C","F","A","A","F",2,"F","F","A"
3427,"G","G","G","A","G","A","A","G",3,"G","G","A"
3428,"H","H","H","B","H","A","A","H",4,"H","H","A"
3429,"I","I","I","C","I","A","A","I",1,"I","I","A"
3430,"J","J","J","A","J","A","A","J",2,"J","J","A"
3431,"K","K","K","B","K","A","A","K",3,"K","K","A"
3432,"L","L","L","C","L","A","A","L",4,"L","L","A"
3433,"M","M","M","A","A","A","A","M",1,"M","M","A"
3434,"N","N","N","B","B","A","A","N",2,"N","N","A"
3435,"O","O","O","C","C","A","A","O",3,"O","O","A"
3436,"P","P","P","A","D","A","A","P",4,"P","P","A"
3437,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3438,"R","R","R","C","F","A","A","R",2,"R","R","A"
3439,"S","S","S","A","G","A","A","S",3,"S","S","A"
3440,"T","T","T","B","H","A","A","T",4,"T","T","A"
3441,"A","A","A","C","I","A","A","A",1,"A","A","A"
3442,"B","B","B","A","J","A","A","B",2,"B","B","A"
3443,"C","C","C","B","K","A","A","C",3,"C","C","A"
3444,"D","D","D","C","L","A","A","D",4,"D","D","A"
3445,"E","E","E","A","A","A","A","E",1,"E","E","A"
3446,"F","F","F","B","B","A","A","F",2,"F","F","A"
3447,"G","G","G","C","C","A","A","G",3,"G","G","A"
3448,"H","H","H","A","D","A","A","H",4,"H","H","A"
3449,"I","I","I","B","E","A","A","I",1,"I","I","A"
3450,"J","J","J","C","F","A","A","J",2,"J","J","A"
3451,"K","K","K","A","G","A","A","K",3,"K","K","A"
3452,"L","L","L","B","H","A","A","L",4,"L","L","A"
3453,"M","M","M","C","I","A","A","M",1,"M","M","A"
3454,"N","N","N","A","J","A","A","N",2,"N","N","A"
3455,"O","O","O","B","K","A","A","O",3,"O","O","A"
3456,"P","P","P","C","L","A","A","P",4,"P","P","A"
3457,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3458,"R","R","R","B","B","A","A","R",2,"R","R","A"
3459,"S","S","S","C","C","A","A","S",3,"S","S","A"
3460,"T","T","T","A","D","A","A","T",4,"T","T","A"
3461,"A","A","A","B","E","A","A","A",1,"A","A","A"
3462,"B","B","B","C","F","A","A","B",2,"B","B","A"
3463,"C","C","C","A","G","A","A","C",3,"C","C","A"
3464,"D","D","D","B","H","A","A","D",4,"D","D","A"
3465,"E","E","E","C","I","A","A","E",1,"E","E","A"
3466,"F","F","F","A","J","A","A","F",2,"F","F","A"
3467,"G","G","G","B","K","A","A","G",3,"G","G","A"
3468,"H","H","H","C","L","A","A","H",4,"H","H","A"
3469,"I","I","I","A","A","A","A","I",1,"I","I","A"
3470,"J","J","J","B","B","A","A","J",2,"J","J","A"
3471,"K","K","K","C","C","A","A","K",3,"K","K","A"
3472,"L","L","L","A","D","A","A","L",4,"L","L","A"
3473,"M","M","M","B","E","A","A","M",1,"M","M","A"
3474,"N","N","N","C","F","A","A","N",2,"N","N","A"
3475,"O","O","O","A","G","A","A","O",3,"O","O","A"
3476,"P","P","P","B","H","A","A","P",4,"P","P","A"
3477,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3478,"R","R","R","A","J","A","A","R",2,"R","R","A"
3479,"S","S","S","B","K","A","A","S",3,"S","S","A"
3480,"T","T","T","C","L","A","A","T",4,"T","T","A"
3481,"A","A","A","A","A","A","A","A",1,"A","A","A"
3482,"B","B","B","B","B","A","A","B",2,"B","B","A"
3483,"C","C","C","C","C","A","A","C",3,"C","C","A"
3484,"D","D","D","A","D","A","A","D",4,"D","D","A"
3485,"E","E","E","B","E","A","A","E",1,"E","E","A"
3486,"F","F","F","C","F","A","A","F",2,"F","F","A"
3487,"G","G","G","A","G","A","A","G",3,"G","G","A"
3488,"H","H","H","B","H","A","A","H",4,"H","H","A"
3489,"I","I","I","C","I","A","A","I",1,"I","I","A"
3490,"J","J","J","A","J","A","A","J",2,"J","J","A"
3491,"K","K","K","B","K","A","A","K",3,"K","K","A"
3492,"L","L","L","C","L","A","A","L",4,"L","L","A"
3493,"M","M","M","A","A","A","A","M",1,"M","M","A"
3494,"N","N","N","B","B","A","A","N",2,"N","N","A"
3495,"O","O","O","C","C","A","A","O",3,"O","O","A"
3496,"P","P","P","A","D","A","A","P",4,"P","P","A"
3497,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3498,"R","R","R","C","F","A","A","R",2,"R","R","A"
3499,"S","S","S","A","G","A","A","S",3,"S","S","A"
3500,"T","T","T","B","H","A","A","T",4,"T","T","A"
3501,"A","A","A","C","I","A","A","A",1,"A","A","A"
3502,"B","B","B","A","J","A","A","B",2,"B","B","A"
3503,"C","C","C","B","K","A","A","C",3,"C","C","A"
3504,"D","D","D","C","L","A","A","D",4,"D","D","A"
3505,"E","E","E","A","A","A","A","E",1,"E","E","A"
3506,"F","F","F","B","B","A","A","F",2,"F","F","A"
3507,"G","G","G","C","C","A","A","G",3,"G","G","A"
3508,"H","H","H","A","D","A","A","H",4,"H","H","A"
3509,"I","I","I","B","E","A","A","I",1,"I","I","A"
3510,"J","J","J","C","F","A","A","J",2,"J","J","A"
3511,"K","K","K","A","G","A","A","K",3,"K","K","A"
3512,"L","L","L","B","H","A","A","L",4,"L","L","A"
3513,"M","M","M","C","I","A","A","M",1,"M","M","A"
3514,"N","N","N","A","J","A","A","N",2,"N","N","A"
3515,"O","O","O","B","K","A","A","O",3,"O","O","A"
3516,"P","P","P","C","L","A","A","P",4,"P","P","A"
3517,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3518,"R","R","R","B","B","A","A","R",2,"R","R","A"
3519,"S","S","S","C","C","A","A","S",3,"S","S","A"
3520,"T","T","T","A","D","A","A","T",4,"T","T","A"
3521,"A","A","A","B","E","A","A","A",1,"A","A","A"
3522,"B","B","B","C","F","A","A","B",2,"B","B","A"
3523,"C","C","C","A","G","A","A","C",3,"C","C","A"
3524,"D","D","D","B","H","A","A","D",4,"D","D","A"
3525,"E","E","E","C","I","A","A","E",1,"E","E","A"
3526,"F","F","F","A","J","A","A","F",2,"F","F","A"
3527,"G","G","G","B","K","A","A","G",3,"G","G","A"
3528,"H","H","H","C","L","A","A","H",4,"H","H","A"
3529,"I","I","I","A","A","A","A","I",1,"I","I","A"
3530,"J","J","J","B","B","A","A","J",2,"J","J","A"
3531,"K","K","K","C","C","A","A","K",3,"K","K","A"
3532,"L","L","L","A","D","A","A","L",4,"L","L","A"
3533,"M","M","M","B","E","A","A","M",1,"M","M","A"
3534,"N","N","N","C","F","A","A","N",2,"N","N","A"
3535,"O","O","O","A","G","A","A","O",3,"O","O","A"
3536,"P","P","P","B","H","A","A","P",4,"P","P","A"
3537,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3538,"R","R","R","A","J","A","A","R",2,"R","R","A"
3539,"S","S","S","B","K","A","A","S",3,"S","S","A"
3540,"T","T","T","C","L","A","A","T",4,"T","T","A"
3541,"A","A","A","A","A","A","A","A",1,"A","A","A"
3542,"B","B","B","B","B","A","A","B",2,"B","B","A"
3543,"C","C","C","C","C","A","A","C",3,"C","C","A"
3544,"D","D","D","A","D","A","A","D",4,"D","D","A"
3545,"E","E","E","B","E","A","A","E",1,"E","E","A"
3546,"F","F","F","C","F","A","A","F",2,"F","F","A"
3547,"G","G","G","A","G","A","A","G",3,"G","G","A"
3548,"H","H","H","B","H","A","A","H",4,"H","H","A"
3549,"I","I","I","C","I","A","A","I",1,"I","I","A"
3550,"J","J","J","A","J","A","A","J",2,"J","J","A"
3551,"K","K","K","B","K","A","A","K",3,"K","K","A"
3552,"L","L","L","C","L","A","A","L",4,"L","L","A"
3553,"M","M","M","A","A","A","A","M",1,"M","M","A"
3554,"N","N","N","B","B","A","A","N",2,"N","N","A"
3555,"O","O","O","C","C","A","A","O",3,"O","O","A"
3556,"P","P","P","A","D","A","A","P",4,"P","P","A"
3557,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3558,"R","R","R","C","F","A","A","R",2,"R","R","A"
3559,"S","S","S","A","G","A","A","S",3,"S","S","A"
3560,"T","T","T","B","H","A","A","T",4,"T","T","A"
3561,"A","A","A","C","I","A","A","A",1,"A","A","A"
3562,"B","B","B","A","J","A","A","B",2,"B","B","A"
3563,"C","C","C","B","K","A","A","C",3,"C","C","A"
3564,"D","D","D","C","L","A","A","D",4,"D","D","A"
3565,"E","E","E","A","A","A","A","E",1,"E","E","A"
3566,"F","F","F","B","B","A","A","F",2,"F","F","A"
3567,"G","G","G","C","C","A","A","G",3,"G","G","A"
3568,"H","H","H","A","D","A","A","H",4,"H","H","A"
3569,"I","I","I","B","E","A","A","I",1,"I","I","A"
3570,"J","J","J","C","F","A","A","J",2,"J","J","A"
3571,"K","K","K","A","G","A","A","K",3,"K","K","A"
3572,"L","L","L","B","H","A","A","L",4,"L","L","A"
3573,"M","M","M","C","I","A","A","M",1,"M","M","A"
3574,"N","N","N","A","J","A","A","N",2,"N","N","A"
3575,"O","O","O","B","K","A","A","O",3,"O","O","A"
3576,"P","P","P","C","L","A","A","P",4,"P","P","A"
3577,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3578,"R","R","R","B","B","A","A","R",2,"R","R","A"
3579,"S","S","S","C","C","A","A","S",3,"S","S","A"
3580,"T","T","T","A","D","A","A","T",4,"T","T","A"
3581,"A","A","A","B","E","A","A","A",1,"A","A","A"
3582,"B","B","B","C","F","A","A","B",2,"B","B","A"
3583,"C","C","C","A","G","A","A","C",3,"C","C","A"
3584,"D","D","D","B","H","A","A","D",4,"D","D","A"
3585,"E","E","E","C","I","A","A","E",1,"E","E","A"
3586,"F","F","F","A","J","A","A","F",2,"F","F","A"
3587,"G","G","G","B","K","A","A","G",3,"G","G","A"
3588,"H","H","H","C","L","A","A","H",4,"H","H","A"
3589,"I","I","I","A","A","A","A","I",1,"I","I","A"
3590,"J","J","J","B","B","A","A","J",2,"J","J","A"
3591,"K","K","K","C","C","A","A","K",3,"K","K","A"
3592,"L","L","L","A","D","A","A","L",4,"L","L","A"
3593,"M","M","M","B","E","A","A","M",1,"M","M","A"
3594,"N","N","N","C","F","A","A","N",2,"N","N","A"
3595,"O","O","O","A","G","A","A","O",3,"O","O","A"
3596,"P","P","P","B","H","A","A","P",4,"P","P","A"
3597,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3598,"R","R","R","A","J","A","A","R",2,"R","R","A"
3599,"S","S","S","B","K","A","A","S",3,"S","S","A"
3600,"T","T","T","C","L","A","A","T",4,"T","T","A"
3601,"A","A","A","A","A","A","A","A",1,"A","A","A"
3602,"B","B","B","B","B","A","A","B",2,"B","B","A"
3603,"C","C","C","C","C","A","A","C",3,"C","C","A"
3604,"D","D","D","A","D","A","A","D",4,"D","D","A"
3605,"E","E","E","B","E","A","A","E",1,"E","E","A"
3606,"F","F","F","C","F","A","A","F",2,"F","F","A"
3607,"G","G","G","A","G","A","A","G",3,"G","G","A"
3608,"H","H","H","B","H","A","A","H",4,"H","H","A"
3609,"I","I","I","C","I","A","A","I",1,"I","I","A"
3610,"J","J","J","A","J","A","A","J",2,"J","J","A"
3611,"K","K","K","B","K","A","A","K",3,"K","K","A"
3612,"L","L","L","C","L","A","A","L",4,"L","L","A"
3613,"M","M","M","A","A","A","A","M",1,"M","M","A"
3614,"N","N","N","B","B","A","A","N",2,"N","N","A"
3615,"O","O","O","C","C","A","A","O",3,"O","O","A"
3616,"P","P","P","A","D","A","A","P",4,"P","P","A"
3617,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3618,"R","R","R","C","F","A","A","R",2,"R","R","A"
3619,"S","S","S","A","G","A","A","S",3,"S","S","A"
3620,"T","T","T","B","H","A","A","T",4,"T","T","A"
3621,"A","A","A","C","I","A","A","A",1,"A","A","A"
3622,"B","B","B","A","J","A","A","B",2,"B","B","A"
3623,"C","C","C","B","K","A","A","C",3,"C","C","A"
3624,"D","D","D","C","L","A","A","D",4,"D","D","A"
3625,"E","E","E","A","A","A","A","E",1,"E","E","A"
3626,"F","F","F","B","B","A","A","F",2,"F","F","A"
3627,"G","G","G","C","C","A","A","G",3,"G","G","A"
3628,"H","H","H","A","D","A","A","H",4,"H","H","A"
3629,"I","I","I","B","E","A","A","I",1,"I","I","A"
3630,"J","J","J","C","F","A","A","J",2,"J","J","A"
3631,"K","K","K","A","G","A","A","K",3,"K","K","A"
3632,"L","L","L","B","H","A","A","L",4,"L","L","A"
3633,"M","M","M","C","I","A","A","M",1,"M","M","A"
3634,"N","N","N","A","J","A","A","N",2,"N","N","A"
3635,"O","O","O","B","K","A","A","O",3,"O","O","A"
3636,"P","P","P","C","L","A","A","P",4,"P","P","A"
3637,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3638,"R","R","R","B","B","A","A","R",2,"R","R","A"
3639,"S","S","S","C","C","A","A","S",3,"S","S","A"
3640,"T","T","T","A","D","A","A","T",4,"T","T","A"
3641,"A","A","A","B","E","A","A","A",1,"A","A","A"
3642,"B","B","B","C","F","A","A","B",2,"B","B","A"
3643,"C","C","C","A","G","A","A","C",3,"C","C","A"
3644,"D","D","D","B","H","A","A","D",4,"D","D","A"
3645,"E","E","E","C","I","A","A","E",1,"E","E","A"
3646,"F","F","F","A","J","A","A","F",2,"F","F","A"
3647,"G","G","G","B","K","A","A","G",3,"G","G","A"
3648,"H","H","H","C","L","A","A","H",4,"H","H","A"
3649,"I","I","I","A","A","A","A","I",1,"I","I","A"
3650,"J","J","J","B","B","A","A","J",2,"J","J","A"
3651,"K","K","K","C","C","A","A","K",3,"K","K","A"
3652,"L","L","L","A","D","A","A","L",4,"L","L","A"
3653,"M","M","M","B","E","A","A","M",1,"M","M","A"
3654,"N","N","N","C","F","A","A","N",2,"N","N","A"
3655,"O","O","O","A","G","A","A","O",3,"O","O","A"
3656,"P","P","P","B","H","A","A","P",4,"P","P","A"
3657,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3658,"R","R","R","A","J","A","A","R",2,"R","R","A"
3659,"S","S","S","B","K","A","A","S",3,"S","S","A"
3660,"T","T","T","C","L","A","A","T",4,"T","T","A"
3661,"A","A","A","A","A","A","A","A",1,"A","A","A"
3662,"B","B","B","B","B","A","A","B",2,"B","B","A"
3663,"C","C","C","C","C","A","A","C",3,"C","C","A"
3664,"D","D","D","A","D","A","A","D",4,"D","D","A"
3665,"E","E","E","B","E","A","A","E",1,"E","E","A"
3666,"F","F","F","C","F","A","A","F",2,"F","F","A"
3667,"G","G","G","A","G","A","A","G",3,"G","G","A"
3668,"H","H","H","B","H","A","A","H",4,"H","H","A"
3669,"I","I","I","C","I","A","A","I",1,"I","I","A"
3670,"J","J","J","A","J","A","A","J",2,"J","J","A"
3671,"K","K","K","B","K","A","A","K",3,"K","K","A"
3672,"L","L","L","C","L","A","A","L",4,"L","L","A"
3673,"M","M","M","A","A","A","A","M",1,"M","M","A"
3674,"N","N","N","B","B","A","A","N",2,"N","N","A"
3675,"O","O","O","C","C","A","A","O",3,"O","O","A"
3676,"P","P","P","A","D","A","A","P",4,"P","P","A"
3677,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3678,"R","R","R","C","F","A","A","R",2,"R","R","A"
3679,"S","S","S","A","G","A","A","S",3,"S","S","A"
3680,"T","T","T","B","H","A","A","T",4,"T","T","A"
3681,"A","A","A","C","I","A","A","A",1,"A","A","A"
3682,"B","B","B","A","J","A","A","B",2,"B","B","A"
3683,"C","C","C","B","K","A","A","C",3,"C","C","A"
3684,"D","D","D","C","L","A","A","D",4,"D","D","A"
3685,"E","E","E","A","A","A","A","E",1,"E","E","A"
3686,"F","F","F","B","B","A","A","F",2,"F","F","A"
3687,"G","G","G","C","C","A","A","G",3,"G","G","A"
3688,"H","H","H","A","D","A","A","H",4,"H","H","A"
3689,"I","I","I","B","E","A","A","I",1,"I","I","A"
3690,"J","J","J","C","F","A","A","J",2,"J","J","A"
3691,"K","K","K","A","G","A","A","K",3,"K","K","A"
3692,"L","L","L","B","H","A","A","L",4,"L","L","A"
3693,"M","M","M","C","I","A","A","M",1,"M","M","A"
3694,"N","N","N","A","J","A","A","N",2,"N","N","A"
3695,"O","O","O","B","K","A","A","O",3,"O","O","A"
3696,"P","P","P","C","L","A","A","P",4,"P","P","A"
3697,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3698,"R","R","R","B","B","A","A","R",2,"R","R","A"
3699,"S","S","S","C","C","A","A","S",3,"S","S","A"
3700,"T","T","T","A","D","A","A","T",4,"T","T","A"
3701,"A","A","A","B","E","A","A","A",1,"A","A","A"
3702,"B","B","B","C","F","A","A","B",2,"B","B","A"
3703,"C","C","C","A","G","A","A","C",3,"C","C","A"
3704,"D","D","D","B","H","A","A","D",4,"D","D","A"
3705,"E","E","E","C","I","A","A","E",1,"E","E","A"
3706,"F","F","F","A","J","A","A","F",2,"F","F","A"
3707,"G","G","G","B","K","A","A","G",3,"G","G","A"
3708,"H","H","H","C","L","A","A","H",4,"H","H","A"
3709,"I","I","I","A","A","A","A","I",1,"I","I","A"
3710,"J","J","J","B","B","A","A","J",2,"J","J","A"
3711,"K","K","K","C","C","A","A","K",3,"K","K","A"
3712,"L","L","L","A","D","A","A","L",4,"L","L","A"
3713,"M","M","M","B","E","A","A","M",1,"M","M","A"
3714,"N","N","N","C","F","A","A","N",2,"N","N","A"
3715,"O","O","O","A","G","A","A","O",3,"O","O","A"
3716,"P","P","P","B","H","A","A","P",4,"P","P","A"
3717,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3718,"R","R","R","A","J","A","A","R",2,"R","R","A"
3719,"S","S","S","B","K","A","A","S",3,"S","S","A"
3720,"T","T","T","C","L","A","A","T",4,"T","T","A"
3721,"A","A","A","A","A","A","A","A",1,"A","A","A"
3722,"B","B","B","B","B","A","A","B",2,"B","B","A"
3723,"C","C","C","C","C","A","A","C",3,"C","C","A"
3724,"D","D","D","A","D","A","A","D",4,"D","D","A"
3725,"E","E","E","B","E","A","A","E",1,"E","E","A"
3726,"F","F","F","C","F","A","A","F",2,"F","F","A"
3727,"G","G","G","A","G","A","A","G",3,"G","G","A"
3728,"H","H","H","B","H","A","A","H",4,"H","H","A"
3729,"I","I","I","C","I","A","A","I",1,"I","I","A"
3730,"J","J","J","A","J","A","A","J",2,"J","J","A"
3731,"K","K","K","B","K","A","A","K",3,"K","K","A"
3732,"L","L","L","C","L","A","A","L",4,"L","L","A"
3733,"M","M","M","A","A","A","A","M",1,"M","M","A"
3734,"N","N","N","B","B","A","A","N",2,"N","N","A"
3735,"O","O","O","C","C","A","A","O",3,"O","O","A"
3736,"P","P","P","A","D","A","A","P",4,"P","P","A"
3737,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3738,"R","R","R","C","F","A","A","R",2,"R","R","A"
3739,"S","S","S","A","G","A","A","S",3,"S","S","A"
3740,"T","T","T","B","H","A","A","T",4,"T","T","A"
3741,"A","A","A","C","I","A","A","A",1,"A","A","A"
3742,"B","B","B","A","J","A","A","B",2,"B","B","A"
3743,"C","C","C","B","K","A","A","C",3,"C","C","A"
3744,"D","D","D","C","L","A","A","D",4,"D","D","A"
3745,"E","E","E","A","A","A","A","E",1,"E","E","A"
3746,"F","F","F","B","B","A","A","F",2,"F","F","A"
3747,"G","G","G","C","C","A","A","G",3,"G","G","A"
3748,"H","H","H","A","D","A","A","H",4,"H","H","A"
3749,"I","I","I","B","E","A","A","I",1,"I","I","A"
3750,"J","J","J","C","F","A","A","J",2,"J","J","A"
3751,"K","K","K","A","G","A","A","K",3,"K","K","A"
3752,"L","L","L","B","H","A","A","L",4,"L","L","A"
3753,"M","M","M","C","I","A","A","M",1,"M","M","A"
3754,"N","N","N","A","J","A","A","N",2,"N","N","A"
3755,"O","O","O","B","K","A","A","O",3,"O","O","A"
3756,"P","P","P","C","L","A","A","P",4,"P","P","A"
3757,"Q","Q","Q","A","A","A","A","Q",1,"Q","Q","A"
3758,"R","R","R","B","B","A","A","R",2,"R","R","A"
3759,"S","S","S","C","C","A","A","S",3,"S","S","A"
3760,"T","T","T","A","D","A","A","T",4,"T","T","A"
3761,"A","A","A","B","E","A","A","A",1,"A","A","A"
3762,"B","B","B","C","F","A","A","B",2,"B","B","A"
3763,"C","C","C","A","G","A","A","C",3,"C","C","A"
3764,"D","D","D","B","H","A","A","D",4,"D","D","A"
3765,"E","E","E","C","I","A","A","E",1,"E","E","A"
3766,"F","F","F","A","J","A","A","F",2,"F","F","A"
3767,"G","G","G","B","K","A","A","G",3,"G","G","A"
3768,"H","H","H","C","L","A","A","H",4,"H","H","A"
3769,"I","I","I","A","A","A","A","I",1,"I","I","A"
3770,"J","J","J","B","B","A","A","J",2,"J","J","A"
3771,"K","K","K","C","C","A","A","K",3,"K","K","A"
3772,"L","L","L","A","D","A","A","L",4,"L","L","A"
3773,"M","M","M","B","E","A","A","M",1,"M","M","A"
3774,"N","N","N","C","F","A","A","N",2,"N","N","A"
3775,"O","O","O","A","G","A","A","O",3,"O","O","A"
3776,"P","P","P","B","H","A","A","P",4,"P","P","A"
3777,"Q","Q","Q","C","I","A","A","Q",1,"Q","Q","A"
3778,"R","R","R","A","J","A","A","R",2,"R","R","A"
3779,"S","S","S","B","K","A","A","S",3,"S","S","A"
3780,"T","T","T","C","L","A","A","T",4,"T","T","A"
3781,"A","A","A","A","A","A","A","A",1,"A","A","A"
3782,"B","B","B","B","B","A","A","B",2,"B","B","A"
3783,"C","C","C","C","C","A","A","C",3,"C","C","A"
3784,"D","D","D","A","D","A","A","D",4,"D","D","A"
3785,"E","E","E","B","E","A","A","E",1,"E","E","A"
3786,"F","F","F","C","F","A","A","F",2,"F","F","A"
3787,"G","G","G","A","G","A","A","G",3,"G","G","A"
3788,"H","H","H","B","H","A","A","H",4,"H","H","A"
3789,"I","I","I","C","I","A","A","I",1,"I","I","A"
3790,"J","J","J","A","J","A","A","J",2,"J","J","A"
3791,"K","K","K","B","K","A","A","K",3,"K","K","A"
3792,"L","L","L","C","L","A","A","L",4,"L","L","A"
3793,"M","M","M","A","A","A","A","M",1,"M","M","A"
3794,"N","N","N","B","B","A","A","N",2,"N","N","A"
3795,"O","O","O","C","C","A","A","O",3,"O","O","A"
3796,"P","P","P","A","D","A","A","P",4,"P","P","A"
3797,"Q","Q","Q","B","E","A","A","Q",1,"Q","Q","A"
3798,"R","R","R","C","F","A","A","R",2,"R","R","A"
3799,"S","S","S","A","G","A","A","S",3,"S","S","A"
3800,"T","T","T","B","H","A","A","T",4,"T","T","A"
3801,"A","A","A","C","I","A","A","A",1,"A","A","A"
3802,"B","B","B","A","J","A","A","B",2,"B","B","A"
3803,"C","C","C","B","K","A","A","C",3,"C","C","A"
3804,"D","D","D","C","L","A","A","D",4,"D","D","A"
3805,"E","E","E","A","A","A","A","E",1,"E","E","A"
3806,"F","F","F","B","B","A","A","F",2,"F","F","A"
3807,"G","G","G","C","C","A","A","G",3,"G","G","A"
3808,"H","H","H","A","D","A","A","H",4,"H","H","A"
